timestamps,TP9,AF7,AF8,TP10,Right AUX
1891.488,63.477,-933.594,322.754,120.605,122.559
1891.492,253.906,-961.914,350.586,175.293,376.465
1891.496,102.051,-499.512,485.352,174.316,90.332
1891.5,-131.348,-282.227,448.73,127.93,-176.27
1891.502,-61.523,-407.227,460.449,121.094,-115.234
1891.506,161.621,-92.773,527.832,131.348,-87.402
1891.51,102.051,-3.418,493.652,134.277,-23.438
1891.514,-163.086,-200.684,442.383,133.301,17.09
1891.518,-169.922,-417.48,431.152,141.113,135.254
1891.522,85.449,-305.176,506.348,140.625,159.18
1891.526,149.902,131.836,536.133,154.297,103.027
1891.529,-115.723,207.52,503.418,133.789,42.969
1891.533,-229.492,-500,393.555,122.07,319.336
1891.537,2.93,-461.426,454.102,150.879,363.77
1891.541,82.52,500.488,597.168,161.133,-70.312
1891.545,-201.66,299.805,492.676,150.879,-65.918
1891.548,-416.016,-55.664,441.895,132.324,-42.48
1891.551,-230.957,150.879,497.559,127.441,-156.738
1891.555,-15.137,375,524.902,147.949,-36.621
1891.559,-174.805,135.254,435.059,122.07,63.965
1891.563,-433.594,-244.141,394.531,114.258,16.602
1891.567,-350.586,-329.102,407.227,132.324,62.012
1891.571,-96.68,-245.117,432.129,98.633,66.406
1891.575,-131.348,-536.133,305.664,90.332,298.34
1891.579,-375.488,-871.582,235.84,93.75,366.211
1891.583,-403.32,-522.461,351.074,50.781,-24.902
1891.587,-152.832,-474.121,308.105,20.508,-111.816
1891.591,-79.59,-721.68,242.188,-23.926,10.254
1891.592,-356.445,-730.469,230.957,-76.172,-62.012
1891.596,-502.441,-593.262,246.094,-102.539,-197.266
1891.6,-297.852,-732.91,173.828,-134.766,-106.445
1891.604,-125,-876.465,40.527,-160.645,125
1891.608,-323.73,-783.691,72.754,-180.176,42.969
1891.612,-534.668,-864.258,26.367,-194.824,-104.004
1891.616,-413.086,-1000,34.18,-237.305,17.09
1891.619,-216.309,-1000,-162.598,-245.117,330.078
1891.623,-313.477,-931.641,-229.98,-226.562,258.789
1891.627,-578.125,-807.617,-11.719,-245.605,-163.086
1891.631,-552.246,-937.012,-252.441,-246.582,-172.363
1891.635,-287.598,-902.832,-284.668,-226.074,-119.141
1891.64,-279.297,-825.684,-221.191,-210.449,-76.172
1891.644,-526.855,-841.309,-232.91,-223.145,-132.812
1891.648,-560.547,-910.645,-358.887,-245.117,-63.965
1891.652,-269.043,-852.539,-320.801,-181.152,51.758
1891.656,-149.902,-463.867,15.137,-135.254,-56.641
1891.66,-383.789,-592.773,-103.027,-164.551,-36.621
1891.664,-514.16,-954.102,-384.277,-153.809,207.52
1891.668,-286.133,-860.84,-289.062,-125.977,339.355
1891.671,-61.035,-321.777,106.445,-129.883,-4.395
1891.675,-211.426,-157.227,122.07,-107.91,-71.289
1891.679,-414.062,-386.719,66.895,-116.699,9.277
1891.683,-268.066,-267.578,193.848,-101.562,6.836
1891.683,3.418,87.402,258.789,-52.734,-22.461
1891.687,-63.965,-2.441,181.152,-50.781,-103.027
1891.691,-312.5,-457.52,93.75,-49.316,-100.586
1891.695,-251.953,-583.496,130.371,-32.715,21.973
1891.699,48.828,-320.312,215.82,-15.137,-10.254
1891.703,79.102,-224.609,268.066,-20.508,-20.508
1891.707,-185.547,-708.984,-41.992,-41.016,322.754
1891.71,-229.98,-1000,-272.949,-54.199,467.285
1891.714,40.039,-488.281,141.113,-37.598,0
1891.718,143.066,-145.996,284.668,-36.133,-172.363
1891.722,-104.004,-336.426,196.777,-58.105,-70.312
1891.726,-246.094,-344.727,227.539,-47.363,-204.59
1891.729,-38.086,-164.551,296.875,-28.32,-179.199
1891.733,188.965,-189.941,265.625,2.441,-68.848
1891.736,50.293,-384.766,218.262,9.277,-110.352
1891.74,-228.516,-386.23,211.426,-21.484,-187.012
1891.744,-197.266,-464.355,211.426,-24.902,-183.594
1891.748,96.191,-703.125,152.344,16.602,151.855
1891.752,-16.602,-937.012,106.445,24.414,312.5
1891.756,-340.332,-708.496,263.672,-32.715,-18.555
1891.76,-267.09,-422.363,351.074,-77.637,-219.238
1891.764,-6.836,-678.711,291.992,-36.133,-37.598
1891.768,44.922,-752.441,371.094,-14.648,25.391
1891.772,-198.242,-387.695,517.09,-5.859,-135.742
1891.787,-326.66,-474.121,472.656,-31.738,-210.938
1891.791,-73.242,-583.496,515.137,-50.293,-221.191
1891.795,61.523,-575.195,549.316,-16.113,-68.359
1891.799,-177.734,-509.277,552.246,-23.438,14.648
1891.803,-320.312,-502.93,505.371,-61.035,-82.031
1891.806,-129.883,-892.09,327.148,-33.691,256.836
1891.81,96.68,-969.238,333.008,4.883,479.004
1891.814,-24.902,-760.254,423.828,-30.273,10.742
1891.818,-239.746,-829.59,314.453,-51.27,-110.84
1891.822,-126.465,-962.891,250.488,-33.691,69.336
1891.826,167.48,-666.504,339.844,-15.137,-44.922
1891.83,154.785,-410.645,338.379,-19.531,-269.531
1891.832,-115.234,-721.68,175.781,-27.832,-168.457
1891.836,-136.719,-874.512,139.16,-32.227,-57.617
1891.84,117.188,-589.844,259.277,-23.438,-105.469
1891.844,184.57,-511.23,260.254,-23.438,-80.078
1891.848,-61.523,-798.34,68.359,-46.387,-2.441
1891.852,-169.922,-1000,-159.18,-51.27,95.215
1891.856,52.246,-991.211,-193.359,-40.039,39.551
1891.859,211.914,-789.551,7.812,-10.254,-109.375
1891.863,-10.742,-825.195,-283.203,-15.137,124.023
1891.867,-251.465,-1000,-623.535,-45.898,382.324
1891.871,-109.375,-917.48,-393.066,-49.316,19.043
1891.875,70.312,-790.527,-394.531,-60.059,-214.355
1891.877,-102.051,-924.805,-546.875,-69.824,-136.719
1891.881,-328.125,-1000,-606.445,-38.086,-176.758
1891.885,-289.062,-993.164,-639.648,-31.738,-205.078
1891.889,-55.664,-1000,-642.09,-30.762,-160.156
1891.893,-83.008,-1000,-712.891,-10.742,12.695
1891.897,-384.766,-1000,-798.828,-59.57,14.648
1891.901,-407.227,-1000,-789.062,-68.359,-135.742
1891.904,-163.574,-1000,-783.691,-15.625,-118.164
1891.908,-87.402,-1000,-813.965,10.742,191.895
1891.912,-307.129,-1000,-812.012,-21.973,95.703
1891.916,-402.344,-1000,-762.695,-42.48,-289.062
1891.92,-178.711,-1000,-821.777,-3.418,-90.82
1891.922,12.695,-1000,-806.152,12.695,68.848
1891.926,-109.863,-1000,-684.57,17.09,-69.336
1891.93,-303.711,-1000,-742.676,0.977,-180.664
1891.934,-174.805,-1000,-749.512,-6.348,-68.848
1891.938,58.594,-1000,-656.25,6.348,71.289
1891.941,-0.977,-1000,-655.762,2.93,134.277
1891.945,-222.168,-999.023,-703.125,-17.578,-18.066
1891.949,-192.871,-1000,-800.293,-41.504,100.586
1891.953,74.707,-993.652,-755.859,-30.273,327.148
1891.957,81.543,-982.91,-551.27,-11.23,-25.391
1891.961,-204.102,-998.047,-655.762,-29.297,-250.488
1891.965,-282.715,-1000,-697.754,-34.668,-205.566
1891.968,-43.945,-982.422,-538.574,-14.648,-110.84
1891.972,83.008,-971.68,-522.461,-3.906,-42.48
1891.976,-148.926,-1000,-591.309,-18.066,-101.074
1891.98,-334.473,-1000,-724.121,-39.062,105.957
1891.984,-123.535,-975.098,-625,-31.738,223.145
1891.988,107.422,-970.703,-424.805,-13.672,29.785
1891.991,-69.824,-996.582,-525.391,-32.715,39.551
1891.995,-305.664,-1000,-615.723,-59.082,351.074
1891.999,-185.547,-961.914,-469.727,-45.41,234.375
1892.003,74.219,-674.316,-206.055,-18.555,-179.688
1892.007,-12.207,-730.469,-311.523,-2.93,-131.836
1892.011,-269.531,-996.582,-470.703,-26.855,-168.945
1892.014,-242.188,-866.699,-330.566,-43.457,-217.773
1892.018,0,-565.918,-244.629,-28.32,-99.609
1892.021,34.668,-648.926,-309.082,-29.785,28.32
1892.025,-205.078,-966.309,-394.531,-60.059,63.965
1892.029,-287.598,-996.582,-424.316,-72.754,-36.621
1892.033,-34.668,-979.004,-385.254,-62.012,-38.574
1892.037,127.93,-978.516,-464.355,-51.758,215.82
1892.041,-95.703,-1000,-594.727,-45.41,503.418
1892.045,-284.668,-959.961,-447.266,-61.035,117.188
1892.049,-110.84,-818.359,-376.953,-71.289,-210.449
1892.053,123.047,-773.438,-362.793,-52.734,-87.402
1892.057,-1.953,-751.953,-360.84,-48.34,-88.867
1892.072,-246.582,-816.895,-424.316,-83.008,-179.688
1892.076,-175.293,-886.719,-441.895,-79.59,-227.539
1892.08,90.82,-917.48,-400.391,-39.062,-77.148
1892.084,12.207,-856.934,-353.516,-31.25,-7.812
1892.088,-240.723,-828.613,-422.363,-41.504,-112.793
1892.092,-180.664,-986.328,-490.234,-59.082,-156.738
1892.096,36.621,-1000,-570.312,-31.25,166.016
1892.099,126.953,-977.051,-537.598,8.789,463.867
1892.103,-66.895,-751.465,-339.355,-26.367,-28.32
1892.107,-231.445,-820.312,-424.805,-44.922,-251.953
1892.111,-45.41,-858.398,-402.344,-6.836,-79.59
1892.115,169.434,-454.102,-234.863,-30.273,-108.887
1892.104,61.523,-356.445,-268.555,-76.66,-104.98
1892.108,-135.742,-695.801,-413.086,-23.926,-57.129
1892.112,27.832,-740.234,-370.117,4.883,16.602
1892.115,243.652,-376.465,-197.266,-17.09,-43.945
1892.119,99.609,-376.465,-257.324,-27.832,-108.398
1892.123,-157.715,-775.879,-409.18,-40.527,85.938
1892.127,-98.145,-933.105,-345.215,-45.898,123.047
1892.131,178.223,-572.266,-261.719,-34.668,-45.41
1892.135,156.738,-502.441,-261.23,-25.391,-116.699
1892.139,-126.953,-824.707,-444.824,-33.691,119.629
1892.143,-170.41,-1000,-539.062,-39.551,380.859
1892.147,96.191,-637.207,-278.32,-37.109,4.883
1892.162,204.59,-404.297,-287.109,-15.137,-250
1892.166,-76.172,-653.809,-409.668,4.883,-201.66
1892.17,-226.562,-899.414,-437.988,-70.312,-158.691
1892.174,-38.086,-707.52,-340.82,-75.684,-111.816
1892.177,147.949,-403.32,-259.766,-6.836,-141.602
1892.181,-18.066,-782.227,-524.902,-64.453,222.168
1892.185,-257.324,-1000,-644.531,-90.82,255.859
1892.189,-109.375,-850.098,-439.941,-68.359,-236.816
1892.193,133.789,-754.883,-458.984,-28.809,-177.734
1892.197,19.043,-964.355,-600.586,-74.219,10.254
1892.201,-235.352,-1000,-628.418,-120.605,-64.941
1892.205,-167.969,-983.887,-580.078,-102.051,-225.586
1892.207,119.629,-984.375,-626.953,-80.566,-162.109
1892.211,130.859,-1000,-708.984,-79.102,-9.766
1892.215,-131.836,-1000,-627.441,-88.379,-136.23
1892.219,-211.914,-999.512,-609.863,-97.656,-207.52
1892.223,29.297,-1000,-675.293,-87.891,3.906
1892.227,148.926,-1000,-708.984,-79.59,185.547
1892.231,-106.445,-1000,-656.738,-90.82,80.566
1892.234,-255.371,-1000,-666.504,-102.539,-71.289
1892.238,-34.18,-1000,-769.043,-91.309,126.465
1892.242,146.973,-1000,-811.523,-66.895,240.723
1892.246,-38.086,-1000,-661.621,-103.516,-164.551
1892.25,-296.387,-1000,-770.02,-144.531,-250.488
1892.252,-201.172,-1000,-846.191,-139.648,-181.152
1892.256,58.594,-1000,-702.148,-109.375,-105.957
1892.259,-7.324,-1000,-716.309,-110.352,-67.383
1892.263,-291.504,-1000,-824.219,-130.371,-145.508
1892.267,-260.742,-1000,-851.562,-107.91,112.305
1892.271,28.32,-1000,-795.898,-76.172,336.914
1892.275,78.125,-1000,-702.148,-80.078,70.312
1892.279,-167.969,-1000,-791.504,-98.633,-97.656
1892.283,-272.461,-1000,-846.68,-92.773,138.672
1892.287,-13.184,-998.535,-701.172,-60.547,125
1892.291,166.992,-995.117,-558.594,-45.41,-165.527
1892.295,-39.551,-999.023,-694.824,-59.57,-101.562
1892.298,-226.074,-1000,-744.141,-77.148,-91.797
1892.302,-43.945,-992.676,-582.52,-61.523,-94.238
1892.306,175.293,-987.793,-567.383,-52.734,-83.984
1892.309,22.461,-1000,-709.961,-63.477,2.93
1892.313,-231.934,-1000,-792.969,-78.613,-17.09
1892.317,-125.977,-1000,-686.035,-86.426,-98.633
1892.321,148.438,-1000,-585.938,-67.383,-103.516
1892.325,83.496,-994.629,-699.707,-48.828,49.805
1892.329,-209.473,-1000,-769.531,-65.43,211.426
1892.333,-222.168,-955.566,-559.082,-97.168,-105.957
1892.337,59.57,-788.086,-499.023,-86.426,-188.965
1892.341,129.395,-855.469,-544.922,-72.266,-109.863
1892.342,-126.465,-931.641,-536.621,-85.938,-96.191
1892.346,-225.098,-902.344,-561.523,-86.914,-189.941
1892.35,17.578,-978.027,-602.539,-55.176,-113.77
1892.354,160.645,-972.656,-568.359,-18.066,166.504
1892.358,-46.387,-941.895,-553.223,-27.344,65.43
1892.361,-225.586,-998.535,-667.48,-60.547,-114.258
1892.365,-58.105,-998.535,-635.742,-53.711,-129.883
1892.369,175.781,-1000,-678.223,-13.184,254.883
1892.373,62.012,-964.355,-689.453,-27.832,381.348
1892.377,-169.434,-888.184,-565.918,-85.449,-127.93
1892.381,-87.402,-967.773,-660.156,-71.777,-198.73
1892.385,186.523,-948.242,-650.391,-46.875,-192.383
1892.388,169.434,-761.719,-550.781,-51.27,-225.586
1892.392,-75.684,-852.051,-630.859,-70.801,-241.699
1892.396,-110.352,-1000,-735.84,-85.938,-288.086
1892.4,160.156,-925.781,-635.254,-43.457,-265.137
1892.404,292.48,-853.027,-604.492,10.742,-314.453
1892.408,33.691,-982.422,-681.152,-17.578,-212.402
1892.412,-134.766,-1000,-755.371,-69.824,80.078
1892.415,81.543,-1000,-769.043,-57.129,384.766
1892.419,253.418,-828.125,-519.531,-37.109,159.18
1892.423,44.922,-724.121,-545.41,-64.941,-136.719
1892.427,-162.109,-970.215,-697.754,-85.938,-57.129
1892.431,10.254,-984.375,-614.746,-63.965,-73.73
1892.432,274.414,-844.238,-518.555,-21.973,-204.102
1892.436,166.504,-913.086,-604.004,-21.484,-245.117
1892.44,-92.773,-1000,-740.234,-47.852,-132.812
1892.444,-56.641,-994.141,-665.039,-33.691,-65.918
1892.448,206.055,-979.98,-601.074,-9.277,-84.961
1892.451,198.242,-997.07,-663.574,-12.695,-62.012
1892.455,-108.887,-1000,-814.453,-27.344,314.941
1892.459,-192.871,-999.512,-833.984,-33.691,353.027
1892.463,67.383,-1000,-635.742,-34.18,-178.223
1892.467,153.809,-1000,-717.773,-27.832,-193.359
1892.471,-185.059,-997.559,-781.25,-43.945,-2.93
1892.475,-358.398,-1000,-703.125,-60.547,-92.773
1892.479,-49.316,-971.191,-640.137,-46.387,-154.785
1892.483,136.23,-952.637,-656.738,-8.789,-61.523
1892.486,-95.703,-1000,-715.82,-15.137,-65.43
1892.49,-359.375,-1000,-692.383,-53.711,-171.875
1892.494,-266.113,-998.047,-674.805,-53.711,-212.402
1892.498,-46.875,-1000,-701.66,-35.156,29.785
1892.502,-146.973,-1000,-743.652,-41.504,158.203
1892.506,-382.324,-1000,-687.012,-62.5,-2.93
1892.51,-370.605,-1000,-645.02,-66.895,-185.059
1892.514,-112.305,-1000,-685.059,-23.926,78.125
1892.518,-69.336,-993.652,-668.457,-1.465,226.562
1892.522,-320.312,-998.047,-632.812,-46.387,-29.297
1892.524,-426.27,-1000,-708.984,-62.5,-71.289
1892.528,-197.266,-1000,-651.855,-49.805,62.988
1892.532,-17.578,-1000,-593.262,-48.34,105.469
1892.536,-220.703,-1000,-600.586,-52.246,-41.504
1892.539,-382.324,-997.07,-588.867,-58.594,-110.352
1892.543,-200.684,-1000,-715.332,-53.223,276.855
1892.547,20.996,-985.84,-658.203,-48.828,400.391
1892.551,-104.004,-921.387,-471.68,-52.734,-106.445
1892.555,-372.07,-965.82,-624.512,-57.617,-167.969
1892.559,-273.926,-1000,-651.367,-45.898,-22.461
1892.563,27.832,-833.008,-458.008,-18.555,-87.402
1892.567,-7.812,-693.848,-421.387,-24.902,-92.773
1892.582,-277.832,-874.512,-596.68,-47.363,-60.547
1892.586,-286.133,-1000,-683.105,-53.711,-112.305
1892.59,-11.719,-939.941,-509.277,-25.879,-69.824
1892.594,47.852,-702.148,-394.531,-14.16,-99.609
1892.598,-215.332,-811.523,-574.707,-29.297,80.566
1892.602,-323.242,-1000,-685.059,-41.504,406.25
1892.606,-83.008,-930.176,-468.75,-42.969,161.133
1892.609,108.887,-589.844,-364.258,-23.438,-101.074
1892.613,-91.797,-728.516,-525.879,-28.32,50.781
1892.617,-273.438,-953.125,-595.703,-25.879,44.434
1892.621,-102.539,-728.516,-437.988,-37.109,-264.648
1892.625,117.188,-628.906,-386.719,-41.992,-188.965
1892.627,-9.766,-776.367,-440.43,-30.273,-27.344
1892.631,-275.391,-778.32,-418.945,-39.062,-111.816
1892.635,-193.359,-611.816,-391.602,-48.34,-120.117
1892.639,99.121,-599.121,-342.773,-20.996,-119.629
1892.643,61.035,-774.902,-453.613,-5.859,163.086
1892.647,-227.539,-1000,-573.73,-35.645,149.414
1892.651,-253.418,-800.293,-354.98,-44.922,-225.098
1892.654,30.762,-430.176,-244.629,-15.137,-174.805
1892.658,121.094,-708.008,-387.695,-0.977,175.781
1892.662,-140.137,-763.672,-373.047,-27.832,123.047
1892.666,-272.461,-302.734,-235.352,-50.293,-208.984
1892.67,-43.457,-344.238,-274.902,-35.156,-77.148
1892.687,175.781,-329.102,-232.422,-7.324,-0.977
1892.691,-0.977,-208.984,-195.801,-6.836,-89.355
1892.695,-206.543,-296.387,-279.297,-18.066,-128.906
1892.699,-60.547,-481.934,-285.156,4.395,-48.828
1892.703,175.781,-421.387,-238.77,20.508,-40.527
1892.707,83.496,-417.969,-283.691,0.977,-35.645
1892.711,-172.363,-729.492,-372.559,-23.438,-74.707
1892.715,-110.84,-937.5,-525.879,-13.672,71.777
1892.718,180.176,-973.633,-508.301,5.371,396.973
1892.722,182.129,-558.594,-268.555,-13.184,68.848
1892.726,-130.371,-450.684,-389.16,-26.855,-252.93
1892.73,-182.617,-724.609,-462.402,-24.902,-194.824
1892.717,95.703,-498.047,-312.988,0.977,-126.953
1892.721,196.289,-238.281,-267.578,5.859,-178.711
1892.725,-59.082,-584.961,-437.012,-3.418,-147.949
1892.729,-244.629,-927.734,-519.043,-7.812,70.801
1892.733,-14.648,-671.387,-364.746,-0.977,26.367
1892.737,212.891,-521.484,-380.371,22.949,-125.977
1892.741,19.531,-759.766,-478.516,11.23,-78.613
1892.745,-228.027,-928.223,-513.672,-10.254,-17.09
1892.748,-116.699,-839.844,-455.078,-4.883,-66.895
1892.752,143.555,-462.891,-323.73,7.324,-56.641
1892.756,40.039,-407.715,-370.605,-3.418,-83.008
1892.76,-247.559,-943.359,-678.223,-18.555,238.281
1892.764,-208.008,-922.852,-588.379,-19.043,211.426
1892.768,78.613,-381.348,-282.227,-10.254,-177.734
1892.772,118.652,-375,-338.867,0.488,-54.688
1892.776,-138.672,-565.918,-431.152,-4.395,-7.324
1892.78,-221.68,-563.477,-456.543,-14.16,-162.598
1892.784,37.109,-646.484,-445.801,12.695,-176.758
1892.788,189.453,-788.574,-491.211,38.086,131.348
1892.792,-29.297,-928.223,-572.754,10.742,269.531
1892.796,-194.336,-645.02,-421.875,-21.484,-24.902
1892.8,11.23,-480.957,-420.41,-27.832,-220.703
1892.803,221.68,-612.793,-450.684,5.371,-70.801
1892.807,50.781,-650.879,-446.777,18.555,11.719
1892.807,-195.312,-532.227,-435.059,1.465,-102.051
1892.811,-84.473,-479.98,-446.777,9.766,-67.871
1892.815,182.617,-726.562,-499.512,28.809,76.172
1892.819,125.488,-750,-459.473,16.113,56.152
1892.823,-146.484,-560.059,-489.746,-10.254,-48.828
1892.827,-142.578,-819.336,-561.035,-8.789,-95.215
1892.831,139.16,-992.188,-629.883,20.02,247.07
1892.835,220.703,-979.98,-637.207,25.391,497.07
1892.839,-45.898,-690.43,-463.379,13.184,22.949
1892.842,-173.34,-735.352,-561.523,2.441,-201.172
1892.846,106.445,-787.109,-548.34,19.043,-128.906
1892.85,240.723,-454.102,-409.668,40.039,-154.297
1892.855,-20.996,-648.926,-501.465,27.344,-254.395
1892.859,-170.41,-993.652,-666.992,22.461,-76.66
1892.863,4.395,-866.699,-612.305,33.203,103.027
1892.867,230.469,-501.465,-389.648,29.297,-107.91
1892.871,100.098,-585.938,-503.418,10.742,-257.324
1892.875,-155.273,-930.176,-638.184,0.977,-136.719
1892.878,-77.148,-999.023,-575.195,8.301,39.062
1892.882,205.078,-738.281,-472.168,10.254,-22.461
1892.886,197.754,-552.734,-439.453,10.742,-233.887
1892.89,-90.332,-848.633,-662.109,0,-6.348
1892.894,-140.137,-954.59,-686.523,-26.367,197.754
1892.898,148.438,-552.246,-423.828,-15.137,-61.035
1892.912,220.215,-454.59,-467.773,-7.812,-149.414
1892.916,-51.27,-788.086,-595.703,-29.297,-128.906
1892.92,-162.109,-979.004,-617.676,-33.203,-46.387
1892.924,55.664,-925.781,-555.176,-44.434,-95.215
1892.928,236.328,-799.805,-487.305,-33.691,-133.789
1892.932,6.348,-893.066,-687.988,-28.32,143.555
1892.936,-225.586,-1000,-766.602,-53.711,452.637
1892.939,-49.805,-713.379,-474.609,-57.617,77.148
1892.943,192.383,-478.516,-428.223,-25.391,-155.273
1892.947,94.238,-607.91,-486.816,-17.578,-21.484
1892.951,-172.852,-594.238,-480.469,-49.316,-136.719
1892.955,-144.531,-524.902,-460.938,-55.176,-178.711
1892.957,121.582,-591.309,-477.539,-32.227,-75.195
1892.961,113.281,-569.336,-460.938,-22.461,0.488
1892.965,-156.738,-495.605,-428.223,-47.852,-76.66
1892.969,-208.496,-500,-425.781,-68.359,-84.961
1892.973,18.555,-604.492,-402.832,-44.434,5.859
1892.977,101.562,-735.352,-404.785,-36.621,45.41
1892.981,-138.672,-725.098,-435.059,-65.918,12.695
1892.985,-304.688,-790.039,-437.012,-77.637,-80.566
1892.988,-111.328,-888.184,-496.094,-67.383,65.918
1892.992,72.266,-968.75,-505.371,-68.359,346.191
1892.996,-115.723,-555.664,-291.992,-92.773,54.199
1893,-344.727,-384.277,-337.402,-120.117,-198.73
1893.002,-238.281,-492.676,-315.918,-139.16,-88.867
1893.006,-34.18,-249.512,-75.684,-133.301,-56.641
1893.01,-138.672,-312.988,-143.555,-142.578,-47.852
1893.014,-411.621,-588.867,-343.75,-167.48,-69.824
1893.017,-420.41,-817.871,-347.656,-190.43,10.254
1893.021,-154.297,-719.238,-220.703,-193.848,80.566
1893.025,-125,-500.488,-157.227,-198.242,-95.215
1893.029,-405.762,-464.355,-112.305,-225.586,-94.727
1893.033,-497.07,-834.961,-326.172,-234.375,313.965
1893.037,-261.23,-786.133,-199.707,-230.469,262.207
1893.041,-132.324,9.766,230.469,-218.75,-118.652
1893.045,-355.957,-182.129,31.25,-217.773,59.082
1893.047,-519.531,-536.621,-60.059,-225.586,120.605
1893.051,-307.129,-171.875,142.578,-189.453,-122.07
1893.055,-77.637,125.977,230.957,-158.691,-267.578
1893.059,-224.121,-166.016,46.387,-157.227,-83.984
1893.063,-428.711,-505.371,-59.57,-154.785,-45.41
1893.067,-294.922,-374.512,144.531,-148.926,-170.898
1893.071,-19.531,-144.531,215.82,-99.609,-9.766
1893.074,-51.758,-365.234,49.805,-66.406,220.215
1893.078,-291.992,-756.836,-116.211,-83.008,300.293
1893.082,-253.906,-450.195,68.359,-57.129,2.441
1893.086,51.27,-243.652,167.48,-18.066,-84.473
1893.09,130.859,-395.996,25.879,4.883,109.863
1893.092,-124.512,-370.605,3.906,9.766,110.352
1893.096,-231.445,-207.031,81.055,2.93,-58.105
1893.1,53.711,-316.406,-79.59,37.109,-21.484
1893.104,205.078,-573.73,-194.824,30.762,192.871
1893.108,-6.836,-569.336,-173.34,9.277,80.078
1893.112,-165.527,-532.227,-290.527,13.184,-109.863
1893.115,-0.977,-553.711,-301.27,-3.418,62.988
1893.119,238.281,-771.973,-331.543,37.109,372.07
1893.123,124.512,-685.547,-279.785,51.27,286.621
1893.127,-104.492,-255.371,-163.086,15.137,-130.859
1893.131,-47.852,-389.648,-270.02,41.504,-86.426
1893.135,175.781,-413.086,-246.582,60.547,42.48
1893.139,168.457,-380.859,-207.031,36.133,-25.391
1893.143,-84.961,-350.586,-207.031,9.766,-145.508
1893.147,-117.676,-614.258,-344.238,8.301,-51.27
1893.151,138.672,-792.969,-350.098,37.598,28.809
1893.155,233.398,-407.715,-159.18,56.152,-121.582
1893.159,23.438,-583.008,-273.438,20.02,-146.973
1893.163,-97.168,-957.52,-466.309,1.953,76.172
1893.167,90.82,-916.016,-443.848,29.297,220.703
1893.171,284.18,-517.09,-214.844,30.762,-85.449
1893.174,127.93,-416.504,-289.551,-2.441,-200.195
1893.178,-104.98,-718.262,-385.742,-17.578,-158.203
1893.182,33.691,-622.07,-288.086,-3.906,-67.871
1893.183,292.48,-306.152,-213.379,-3.906,-53.223
1893.187,180.176,-436.035,-304.199,-11.23,-148.926
1893.191,-86.914,-855.957,-450.195,-9.766,-81.055
1893.195,-46.875,-958.008,-390.137,-0.488,48.34
1893.199,185.547,-632.324,-295.41,20.02,-16.602
1893.202,195.312,-617.676,-295.898,-5.371,-41.992
1893.206,-35.156,-916.992,-500,-20.996,369.141
1893.21,-95.215,-1000,-548.34,-1.465,518.555
1893.214,124.023,-592.285,-208.496,-5.371,38.086
1893.218,241.699,-438.477,-245.605,-13.184,-145.02
1893.222,54.199,-632.812,-340.82,-53.711,-20.508
1893.226,-97.656,-587.891,-284.668,-79.59,-86.426
1893.229,79.102,-500,-238.281,-59.082,-246.582
1893.233,282.227,-550.781,-251.953,-36.133,-149.414
1893.236,139.648,-651.367,-286.133,-48.828,-62.012
1893.24,-48.828,-612.305,-257.812,-63.965,-162.109
1893.244,77.148,-692.871,-237.305,-41.504,-161.621
1893.248,287.109,-824.707,-271.973,-15.137,149.414
1893.252,229.98,-998.047,-350.586,0,362.793
1893.256,23.438,-802.734,-178.223,-28.809,14.648
1893.26,43.945,-410.645,68.848,-53.711,-194.336
1893.264,286.133,-584.473,19.531,-9.277,-51.758
1893.268,298.828,-587.402,21.973,2.93,-66.895
1893.272,-26.367,-262.695,178.711,-20.508,-174.316
1893.287,-157.715,-373.535,79.102,-31.25,-178.223
1893.29,110.352,-482.422,105.469,-9.277,-160.645
1893.294,269.043,-529.785,166.992,21.484,-84.473
1893.298,77.148,-555.176,120.117,1.953,-180.176
1893.302,-69.824,-499.512,130.371,-4.883,-328.125
1893.306,104.98,-831.055,-119.629,42.969,103.027
1893.31,312.988,-898.926,-102.539,70.312,347.168
1893.314,210.938,-568.848,212.402,49.805,-79.102
1893.318,12.207,-469.238,224.121,53.711,-155.762
1893.322,105.957,-819.824,67.871,84.473,181.641
1893.326,344.727,-633.301,177.246,108.887,149.414
1893.33,285.645,-14.16,368.164,114.258,-61.035
1893.332,-12.207,-383.789,176.758,47.852,-124.023
1893.336,-46.875,-668.457,180.176,28.32,-237.793
1893.34,200.684,-265.625,369.141,50.781,-179.199
1893.344,246.582,-94.727,368.652,50.293,-98.633
1893.348,16.113,-449.707,214.844,26.855,-61.523
1893.352,-93.75,-832.031,159.668,18.066,-45.41
1893.356,98.633,-766.113,246.094,68.848,-92.285
1893.36,240.723,-425.293,350.098,81.543,-197.266
1893.363,57.617,-629.395,157.715,78.125,31.25
1893.367,-102.051,-1000,-121.094,68.848,322.266
1893.371,38.574,-627.93,206.543,52.246,-0.488
1893.375,230.469,-239.746,382.812,71.289,-136.23
1893.377,130.859,-436.035,264.16,75.195,-41.016
1893.381,-89.355,-509.277,245.605,55.664,-33.203
1893.385,-46.387,-583.496,230.469,62.988,-93.75
1893.389,177.246,-605.957,242.676,93.262,-60.547
1893.393,163.086,-725.586,189.941,98.633,146.973
1893.396,-66.406,-963.379,117.676,72.754,77.637
