timestamps,TP9,AF7,AF8,TP10,Right AUX
1869.537,218.75,262.207,12.207,32.227,321.289
1869.541,-177.734,325.195,1.953,11.23,164.062
1869.545,-221.191,356.934,3.418,12.207,-141.113
1869.549,179.688,276.855,-6.836,27.832,-17.09
1869.553,293.945,201.66,-21.484,45.898,52.246
1869.557,-86.914,317.383,-2.93,16.602,-152.832
1869.572,-274.902,221.68,9.277,-7.324,-285.156
1869.576,60.547,154.297,4.395,24.902,-312.012
1869.58,315.43,222.656,-2.441,31.738,-118.652
1869.584,32.715,221.68,-5.859,15.137,-11.719
1869.588,-280.273,182.129,-11.23,-2.441,-173.828
1869.592,-72.754,-47.363,-16.602,4.883,91.797
1869.595,296.387,-74.219,-16.602,10.742,370.117
1869.599,161.621,284.18,-7.324,-9.766,21.973
1869.603,-228.027,217.285,-18.066,20.02,-190.918
1869.607,-153.32,-7.324,-33.691,35.645,-107.422
1869.611,239.746,134.277,-24.414,16.602,-27.344
1869.615,240.723,302.246,-11.719,9.766,-109.863
1869.617,-159.668,104.98,-16.113,-5.371,-223.145
1869.621,-248.535,-24.902,-21.973,9.766,-52.734
1869.625,154.297,171.387,-4.883,37.109,-34.18
1869.629,332.031,284.668,-1.465,43.945,-136.23
1869.633,-38.086,56.641,-18.555,14.648,-96.191
1869.636,-289.551,-101.562,-15.625,-2.93,3.418
1869.64,39.551,11.23,-2.441,17.09,79.102
1869.644,352.051,169.922,-4.395,19.043,-45.898
1869.648,83.008,39.062,-19.043,21.484,-64.453
1869.652,-267.09,-267.09,-31.25,9.766,139.648
1869.656,-72.266,55.664,-20.02,-13.672,-39.062
1869.66,322.754,278.32,7.324,26.855,-134.766
1869.662,204.59,17.09,1.465,32.227,87.402
1869.666,-212.402,-71.289,-5.371,-5.859,9.766
1869.67,-183.594,-23.438,4.395,-7.812,-55.664
1869.674,224.121,82.52,15.625,14.648,-75.195
1869.678,243.652,-57.617,16.113,34.18,80.566
1869.682,-136.719,-246.582,3.418,39.062,337.402
1869.686,-222.168,-53.711,11.719,3.906,-1.953
1869.69,119.629,125,25.391,3.906,-266.113
1869.693,294.922,-50.781,21.973,29.297,106.445
1869.697,-20.02,-134.766,22.461,19.043,317.871
1869.701,-272.949,139.648,38.086,9.766,-91.309
1869.705,-6.348,94.727,32.715,37.598,-141.602
1869.708,318.848,99.121,22.949,68.359,-2.93
1869.712,77.148,134.766,21.484,56.641,-18.066
1869.716,-290.527,16.602,11.719,39.551,21.484
1869.72,-121.094,-56.641,18.066,10.742,77.148
1869.724,273.926,2.93,22.461,1.465,20.02
1869.728,198.242,53.711,0.977,-7.812,13.672
1869.732,-200.684,28.32,-6.836,-41.992,-25.879
1869.735,-207.031,-53.223,5.859,-54.199,-171.387
1869.739,172.363,-56.641,17.578,-10.254,70.312
1869.743,255.859,247.559,38.086,7.812,-41.504
1869.747,-125.977,285.645,30.762,-11.23,-299.805
1869.751,-304.199,77.637,17.578,6.348,-198.73
1869.752,64.453,214.355,33.203,26.367,-133.301
1869.756,289.062,388.672,33.203,46.387,-99.121
1869.76,-29.297,195.801,13.672,29.297,-119.629
1869.764,-306.152,-45.41,10.742,3.906,145.02
1869.768,-68.848,84.961,20.508,20.02,259.766
1869.772,291.016,349.609,25.879,47.363,90.332
1869.776,108.887,308.594,20.996,25.879,-5.371
1869.78,-276.855,20.508,12.207,-5.371,188.477
1869.783,-177.734,17.09,8.789,2.93,393.555
1869.787,224.121,465.332,16.602,12.207,-4.883
1869.791,195.801,418.945,-0.977,19.531,-216.309
1869.795,-218.75,203.613,-15.137,11.719,-144.531
1869.798,-250.488,280.762,-9.766,-5.371,-126.465
1869.802,151.367,375.488,-9.766,5.371,-138.672
1869.806,272.461,284.668,-13.184,12.207,-77.148
1869.81,-98.633,155.273,-24.414,-9.766,-62.5
1869.814,-299.316,159.18,-30.762,-3.906,-142.578
1869.818,36.621,150.391,-21.973,10.254,-132.812
1869.822,295.41,160.156,-20.996,9.277,-60.059
1869.826,5.371,-84.961,-37.109,11.23,414.551
1869.829,-292.969,41.504,-32.227,-6.348,335.938
1869.833,-92.285,390.625,-24.902,-6.836,-225.098
1869.837,253.906,261.719,-28.809,20.996,-149.902
1869.841,138.184,204.102,-20.996,37.109,-30.762
1869.842,-240.723,249.023,-26.367,11.23,-127.441
1869.846,-196.289,205.078,-40.527,-12.207,-219.238
1869.85,191.895,133.301,-32.715,17.09,-15.137
1869.854,218.262,165.527,-24.902,34.668,41.016
1869.858,-179.199,172.852,-26.367,2.441,-190.43
1869.862,-280.762,67.871,-28.809,-33.203,-262.695
1869.866,93.262,-44.922,-40.039,-0.977,115.723
1869.87,261.23,5.859,-34.668,20.02,389.16
1869.873,-62.5,315.918,-14.16,11.23,14.648
1869.877,-292.969,248.535,-18.066,16.602,-24.902
1869.881,-13.184,185.547,-26.855,10.254,82.52
1869.885,277.344,395.508,-15.625,30.762,30.762
1869.889,43.457,381.836,-18.066,27.344,-117.676
1869.893,-316.406,160.645,-29.297,0.488,-223.145
1869.897,-158.203,233.887,-10.254,6.836,-48.34
1869.9,229.004,464.844,-9.766,20.02,56.641
1869.904,139.648,418.945,-24.902,31.25,-15.625
1869.908,-267.09,121.094,-27.832,20.02,17.578
1869.912,-259.766,6.348,-28.809,10.742,230.957
1869.916,156.25,387.695,-17.578,12.207,78.125
1869.92,217.285,551.758,-15.137,0.977,-179.199
1869.924,-173.34,279.297,-18.555,5.371,-47.363
1869.928,-297.852,225.586,-14.648,14.16,-27.344
1869.932,65.918,365.234,-9.277,30.762,-107.91
1869.933,252.441,437.012,-14.16,41.504,-117.676
1869.937,-78.125,254.883,-18.555,37.109,-30.273
1869.941,-318.359,64.453,-10.254,27.344,18.066
1869.945,-37.598,312.5,-4.395,34.668,-150.879
1869.949,268.066,504.883,-11.719,17.09,-300.781
1869.953,42.969,177.734,-33.691,-7.324,54.688
1869.957,-315.43,-16.602,-40.527,-2.93,489.746
1869.961,-193.359,449.219,-27.832,-22.949,89.844
1869.964,182.129,541.016,-38.086,14.648,-213.379
1869.968,138.184,354.98,-44.434,32.227,-151.855
1869.972,-255.859,307.617,-41.504,-16.113,-189.453
1869.976,-272.949,354.004,-44.922,-30.762,-176.758
1869.98,140.625,358.887,-48.34,-10.742,-89.355
1869.984,222.656,221.191,-41.992,-3.418,16.602
1869.988,-137.207,183.594,-30.762,-15.625,-38.574
1869.992,-304.688,269.531,-29.785,-13.672,-163.574
1869.996,11.719,242.676,-37.109,-7.324,-75.684
1870,249.512,130.859,-42.969,6.348,199.219
1870.004,-43.945,183.105,-38.574,-1.953,111.816
1870.007,-296.875,301.758,-36.133,-29.785,-209.961
1870.011,-50.293,257.324,-39.551,-2.93,-54.199
1870.015,296.387,194.336,-37.598,36.133,279.297
1870.019,129.395,378.906,-25.391,20.508,82.031
1870.023,-252.441,289.551,-27.344,-21.973,-148.438
1870.037,-160.645,105.469,-37.598,-14.648,-173.828
1870.041,240.234,204.102,-43.945,24.902,-193.359
1870.045,211.426,193.359,-38.574,38.574,-72.754
1870.049,-180.176,76.66,-26.367,34.668,-87.891
1870.053,-228.516,-78.125,-30.273,32.715,89.844
1870.057,136.23,-82.52,-27.832,52.734,437.988
1870.061,284.668,236.328,-19.043,51.758,207.52
1870.064,-44.434,188.965,-26.855,-3.906,-44.922
1870.068,-261.719,-143.066,-41.016,-29.785,99.121
1870.072,72.754,-15.625,-41.992,-9.277,102.539
1870.076,365.234,323.242,-31.738,-7.812,-164.062
1870.08,69.824,126.953,-36.621,-9.277,-159.668
1870.082,-263.672,-57.617,-42.48,-23.438,-131.348
1870.086,-57.129,70.312,-33.691,-27.344,-169.434
1870.09,303.223,212.891,-21.973,19.043,-138.184
1870.094,181.641,58.105,-36.133,15.137,-126.465
1870.098,-197.754,-105.469,-46.875,-31.25,-113.77
1870.102,-138.184,-63.477,-37.109,-4.883,-46.387
1870.106,252.441,109.863,-20.02,41.504,59.57
1870.11,249.512,76.172,-25.879,59.082,74.219
1870.113,-132.812,-310.059,-42.969,28.809,312.988
1870.117,-215.332,-117.676,-27.832,1.465,213.379
1870.121,160.156,276.367,-7.324,9.766,-169.434
1870.125,334.961,124.512,-14.16,-3.418,-64.453
1870.127,-17.578,-27.832,-23.438,-11.719,-122.07
1870.131,-266.113,-1.953,-28.32,-31.738,-224.121
1870.135,45.41,-8.789,-38.574,-23.926,-166.992
1870.139,333.496,-144.043,-44.434,20.02,122.559
1870.143,89.844,-111.328,-43.457,11.719,209.473
1870.147,-227.539,-25.879,-37.598,-20.508,39.551
1870.151,-58.594,11.719,-35.156,-2.93,-21.484
1870.155,295.898,-58.105,-32.227,25.879,249.512
1870.159,180.664,-112.305,-33.691,20.508,411.133
1870.162,-187.988,133.789,-36.621,-12.207,-50.293
1870.166,-155.762,87.891,-33.691,-17.578,-219.727
1870.17,194.336,-9.277,-27.344,13.184,-160.645
1870.173,238.77,123.047,-19.531,7.324,-128.906
1870.177,-128.906,141.602,-29.785,-24.414,-152.832
1870.18,-273.438,-21.484,-37.109,-12.207,-98.633
1870.184,57.617,-1.465,-23.438,5.371,-66.406
1870.188,281.738,84.961,-20.996,2.441,-163.086
1870.192,-25.879,-30.273,-28.32,0.488,-127.441
1870.196,-331.543,-137.695,-25.879,-12.695,114.258
1870.2,-73.242,-203.613,-22.949,2.441,412.109
1870.204,272.461,92.285,-14.648,2.441,149.414
1870.208,79.102,186.523,-29.785,-10.742,-194.336
1870.212,-291.504,-133.789,-41.992,-11.719,-75.195
1870.216,-148.926,-97.656,-23.438,6.348,-20.508
1870.217,247.559,175.293,-19.531,24.902,-69.824
1870.221,172.363,143.555,-31.738,8.301,-169.922
1870.225,-236.328,-232.422,-33.203,-8.789,61.523
1870.229,-243.652,-213.379,-30.273,0.488,251.953
1870.233,166.992,164.551,-23.926,15.137,-64.941
1870.237,237.305,88.867,-21.973,30.273,-99.121
1870.241,-145.02,-251.465,-35.156,11.719,204.59
1870.245,-315.918,-291.992,-35.645,-3.906,316.406
1870.248,18.066,146.484,-18.066,11.23,-118.164
1870.252,286.133,182.617,-19.531,19.043,-213.379
1870.256,-9.766,-30.273,-35.156,-6.836,-114.258
1870.26,-304.688,-27.344,-40.527,-27.832,-127.93
1870.28,-52.734,54.688,-31.25,-21.484,-130.859
1870.284,284.18,25.879,-33.691,-1.465,-107.422
1870.288,111.816,2.93,-41.504,6.348,-60.547
1870.292,-265.625,84.473,-31.738,-13.672,-103.516
1870.296,-170.898,123.047,-26.367,-20.02,-208.008
1870.3,222.656,34.668,-35.645,9.277,-79.102
1870.303,208.984,-20.508,-27.832,18.066,153.809
1870.307,-187.988,110.84,-13.184,-14.648,-22.949
1870.311,-254.883,230.957,-14.16,-21.973,-244.629
1870.315,126.953,88.379,-20.996,15.625,-153.32
1870.319,272.949,78.125,-12.207,37.598,-31.25
1870.323,-86.914,240.234,-15.625,19.043,-178.711
1870.322,-309.57,192.383,-28.32,-2.441,-210.449
1870.326,-0.488,170.898,-15.625,32.227,-127.441
1870.33,278.32,237.793,-12.695,48.828,-51.27
1870.334,39.551,274.414,-35.156,17.578,-29.785
1870.338,-296.875,209.473,-49.805,-6.348,-103.516
1870.342,-108.398,221.191,-46.387,-0.977,3.418
1870.346,262.207,400.879,-29.785,33.691,21.484
1870.35,115.234,521.973,-26.367,16.113,-161.133
1870.353,-255.859,485.84,-36.621,-3.418,-230.957
1870.357,-228.516,254.395,-42.969,15.625,20.02
1870.361,154.297,125.488,-38.086,29.785,501.465
1870.365,205.566,514.16,-20.996,32.715,289.551
1870.367,-181.641,579.102,-29.297,5.859,-150.879
1870.371,-262.695,409.18,-40.527,-10.254,-135.742
1870.375,109.375,546.387,-32.227,2.93,-139.648
1870.379,275.879,576.66,-39.062,21.973,-167.969
1870.383,-60.059,352.539,-44.922,30.762,-72.266
1870.387,-298.828,178.711,-42.48,26.367,60.547
1870.39,-21.973,326.172,-33.691,17.578,172.363
1870.394,276.855,455.078,-34.18,37.109,160.156
1870.398,62.988,351.074,-44.434,44.922,98.633
1870.402,-274.902,-17.578,-52.734,12.695,364.258
1870.406,-114.746,254.395,-33.691,4.395,204.102
1870.41,266.113,696.289,-21.484,26.367,-101.562
1870.412,193.848,462.402,-38.574,30.762,-37.598
1870.416,-208.496,295.41,-38.574,12.207,-127.93
1870.42,-204.59,295.898,-38.086,11.23,-92.285
1870.424,197.266,405.762,-33.203,26.367,-93.262
1870.428,258.789,281.738,-36.621,40.527,118.652
1870.432,-127.93,106.445,-43.457,27.344,299.316
1870.435,-249.023,236.328,-43.457,-14.16,44.434
1870.439,97.168,336.426,-45.898,-3.418,-101.562
1870.443,297.852,176.758,-43.457,18.066,128.906
1870.447,-7.812,32.227,-48.34,8.789,323.242
1870.451,-266.602,307.129,-43.945,0.488,-89.844
1870.455,-2.441,308.105,-36.621,5.371,-245.605
1870.457,317.383,241.211,-35.645,14.648,-145.996
1870.461,142.578,243.652,-39.551,26.367,-185.547
1870.465,-209.473,151.855,-38.086,20.508,-232.422
1870.469,-102.539,82.52,-27.832,19.531,-145.996
1870.473,281.738,67.383,-29.785,16.602,-117.188
1870.477,244.629,99.609,-33.691,5.371,17.578
1870.481,-130.859,23.926,-40.527,-12.207,73.73
1870.484,-164.551,-100.586,-47.363,-22.949,-78.125
1870.488,212.891,-119.629,-41.992,23.926,150.879
1870.492,345.215,94.727,-40.039,41.016,165.039
1870.496,-5.859,171.387,-35.645,-12.207,-93.262
1870.5,-188.965,-77.637,-30.762,-18.555,-64.941
1870.502,141.113,-89.844,-29.785,5.371,-80.078
1870.506,399.902,190.43,-22.461,12.695,-216.309
1870.51,113.77,48.828,-31.738,-12.207,-203.613
1870.514,-190.43,-247.07,-33.691,-10.254,20.02
1870.518,25.391,-109.863,-16.602,3.418,138.184
1870.522,401.367,123.535,-12.207,3.906,6.348
1870.526,255.859,70.801,-15.625,29.297,43.457
1870.53,-136.719,-201.66,-12.695,22.461,214.844
1870.533,-62.012,-206.543,0.488,4.395,191.406
1870.537,330.566,199.219,17.09,-2.441,-197.266
1870.541,323.242,126.953,12.695,20.996,-214.844
1870.545,-46.387,-124.512,0,6.348,-81.543
1870.548,-121.094,-91.309,-3.418,-19.531,-76.66
1870.552,257.812,82.031,-2.93,11.23,-254.395
1870.556,421.387,-4.395,-4.883,28.32,-282.715
1870.56,37.109,-194.824,-20.02,20.02,-137.695
1870.564,-185.547,-129.883,-19.043,8.789,-184.57
1870.568,138.672,-32.227,-1.465,2.93,-166.504
1870.572,416.504,-83.984,4.883,26.367,87.402
1870.576,151.367,-304.199,3.418,34.668,289.551
1870.58,-180.176,-133.789,1.465,16.113,67.871
1870.584,-0.488,85.938,-8.301,20.996,-139.16
1870.588,367.188,-33.203,-12.695,48.34,-97.168
1870.591,241.699,-69.336,-11.23,33.203,-58.594
1870.593,-161.133,-49.805,-19.531,-10.742,-83.496
1870.597,-123.047,-102.539,-27.344,-9.766,-105.957
1870.601,268.555,-222.168,-18.066,12.207,201.172
1870.605,281.25,-231.934,-14.648,14.648,219.238
1870.609,-111.816,-119.141,-13.672,-3.906,-120.117
1870.613,-232.422,-156.25,-24.414,0.977,-147.949
1870.616,122.559,-263.184,-32.227,43.945,225.098
1870.62,291.016,-305.176,-12.695,52.246,601.562
1870.624,-47.363,-29.785,-7.324,12.207,193.359
1870.628,-280.762,-12.695,-10.742,0.977,-167.969
1870.632,-20.02,-93.75,11.23,31.25,-69.336
1870.636,273.926,23.438,21.484,35.645,-93.75
1870.639,36.621,19.531,11.23,21.484,-123.535
1870.643,-322.754,-137.207,0,4.883,-51.758
1870.647,-167.969,-181.152,-1.953,11.719,-105.957
1870.65,199.219,-29.785,3.418,34.18,-164.062
1870.654,114.746,-75.684,6.836,23.438,-110.84
1870.658,-278.32,-214.355,3.418,2.441,-54.688
1870.662,-286.133,-411.133,-4.395,3.418,391.113
1870.666,78.125,-144.531,22.949,30.273,369.141
1870.67,148.438,206.543,45.898,10.254,-144.531
1870.674,-213.379,-41.992,36.621,-18.066,-158.691
1870.678,-375.488,-127.93,37.598,3.418,-93.75
1870.682,-21.484,73.73,45.41,27.832,-57.617
1870.697,203.613,131.836,39.062,34.668,-92.773
1870.701,-109.863,-46.387,32.715,13.672,-96.68
1870.705,-391.602,-154.785,30.273,-14.648,-122.559
1870.709,-147.949,20.02,32.227,-5.371,-187.988
1870.713,193.359,241.699,32.715,17.578,-183.105
1870.717,-7.812,-46.875,33.203,18.555,208.496
1870.721,-378.906,-298.828,40.039,2.441,477.051
1870.725,-258.789,80.566,41.992,-14.16,45.898
1870.729,127.441,384.766,49.805,33.203,-195.801
1870.732,91.797,220.703,47.363,43.945,24.902
1870.736,-286.621,226.074,39.062,-6.348,72.754
1870.74,-315.918,457.031,47.852,-12.695,-149.414
1870.742,62.988,458.496,51.758,36.133,-179.199
1870.746,191.895,458.008,51.758,46.875,-119.141
1870.75,-147.461,462.891,44.922,11.23,-91.797
1870.754,-338.867,399.414,34.18,16.602,-213.379
1870.758,-18.555,399.902,41.504,20.02,-207.52
1870.762,245.605,400.391,42.48,18.555,9.766
1870.766,-41.992,344.727,30.273,2.93,47.852
1870.77,-317.871,382.324,21.973,-14.16,-145.02
1870.773,-94.727,409.18,14.648,-2.93,16.602
1870.777,221.191,136.23,3.418,27.344,512.695
1870.781,86.914,333.008,20.02,7.324,296.387
1870.785,-280.273,575.195,19.043,-22.461,-81.055
1870.787,-233.887,357.91,2.93,-20.508,-68.359
1870.791,173.828,431.641,10.254,6.836,-60.059
1870.795,221.191,445.801,3.418,23.438,44.434
1870.799,-162.598,348.633,-6.836,3.906,-13.672
1870.803,-256.348,136.719,-12.695,4.395,40.527
1870.807,117.188,122.07,-2.441,5.371,142.09
1870.811,285.156,407.715,20.508,7.324,-40.039
1870.815,-58.594,387.207,18.066,-6.348,-216.797
1870.818,-298.34,79.59,-3.418,-19.531,1.953
1870.822,12.695,158.203,-7.324,-29.297,181.152
1870.826,327.148,536.621,0.977,-15.625,-170.41
1870.83,73.242,337.891,-20.02,-1.465,-175.293
1870.832,-262.207,178.711,-25.391,-8.301,-123.047
1870.836,-73.73,373.535,-4.883,8.789,-130.859
1870.84,280.762,466.797,1.465,21.484,-201.66
1870.844,187.5,284.668,0.977,9.766,-210.938
1870.848,-201.172,146.973,0,-19.531,-100.098
1870.852,-185.059,141.602,4.883,0,-22.461
1870.856,225.586,263.184,7.324,23.438,19.043
1870.86,278.32,204.59,-3.906,10.742,52.246
1870.864,-119.629,-92.285,-16.602,16.602,183.105
1870.867,-256.836,117.676,-16.113,10.742,-11.719
1870.871,116.699,366.211,-3.906,2.93,-174.805
1870.875,316.895,197.266,14.648,8.301,-95.703
1870.878,-14.648,87.402,18.066,-8.789,-84.961
1870.882,-269.043,77.637,6.348,-23.438,-29.785
1870.886,4.883,121.094,6.348,6.348,-53.711
1870.89,306.641,-1.953,9.277,44.434,67.871
1870.894,67.871,-67.871,6.348,30.273,273.926
1870.898,-250.977,118.164,2.93,-9.766,145.02
1870.902,-88.867,200.684,-0.977,-0.977,25.879
1870.905,245.117,50.781,-2.93,27.832,225.098
1870.909,178.223,18.066,2.441,14.16,225.098
1870.913,-193.848,246.094,22.949,2.441,-191.895
1870.917,-236.328,170.898,27.344,10.742,-253.418
1870.921,148.438,199.219,29.785,1.953,-153.32
1870.923,272.461,297.852,37.109,21.484,-139.648
1870.926,-104.004,252.441,24.902,5.371,-159.18
1870.93,-268.555,105.469,14.16,-16.113,-139.648
1870.934,74.707,107.422,10.742,0.977,-21.484
1870.938,291.016,297.363,9.766,16.602,-13.672
1870.942,-30.762,195.801,4.883,19.043,-68.848
1870.946,-318.359,53.711,-6.348,1.465,-109.863
1870.95,-73.73,-102.051,-7.812,4.883,231.445
1870.954,257.812,183.105,3.418,26.367,280.273
1870.958,84.473,494.141,9.766,7.324,-130.859
1870.962,-290.039,217.285,5.371,-4.883,-97.656
1870.965,-200.684,191.406,-3.906,3.418,-48.828
1870.967,184.57,379.883,-7.324,7.324,-92.773
1870.971,167.48,385.254,-8.789,0.488,-99.609
1870.975,-223.633,45.898,-38.574,-14.16,110.84
1870.979,-281.25,68.359,-37.598,1.953,127.441
1870.983,118.652,360.352,0.977,37.598,-80.566
1870.987,242.188,314.453,4.395,43.945,-45.898
1870.991,-136.23,54.688,-9.766,13.184,283.691
1870.995,-328.613,-88.867,-16.113,-1.953,556.641
1870.998,5.859,355.469,-10.254,0.488,91.797
1871.002,276.855,438.965,-10.254,1.953,-163.574
1871.006,-10.254,203.125,-22.949,3.418,-74.219
1871.01,-308.105,184.57,-20.02,6.348,-132.324
1871.014,-100.098,267.578,-1.465,-1.465,-173.34
1871.018,243.164,229.492,-8.789,-8.301,-143.555
1871.022,110.352,92.773,-30.762,-4.395,-156.738
1871.025,-262.695,91.797,-35.645,-7.812,-202.637
1871.029,-198.242,136.23,-43.457,-5.859,-194.824
1871.033,210.938,73.73,-55.176,26.855,15.137
1871.037,221.191,-27.832,-48.34,41.504,328.125
1871.041,-177.734,36.133,-43.457,-8.789,104.98
1871.045,-268.066,170.41,-63.965,1.465,-201.66
1871.049,89.844,120.605,-76.66,35.645,-77.637
1871.053,268.555,58.105,-63.477,24.902,90.332
1871.057,-69.824,203.125,-54.688,10.254,-83.496
1871.072,-301.27,130.859,-60.059,2.93,-259.766
1871.076,-5.859,96.191,-57.617,23.926,-228.516
1871.08,280.762,150.879,-57.617,41.016,-29.785
1871.084,45.898,170.898,-64.941,8.301,-36.133
1871.088,-288.574,186.523,-62.012,-28.32,-268.066
1871.092,-131.836,-25.879,-68.848,-7.324,26.367
1871.096,231.934,-104.004,-71.777,22.461,436.523
1871.099,145.508,295.898,-46.387,11.23,19.043
1871.103,-242.188,284.668,-43.457,-1.465,-327.148
1871.107,-226.562,131.836,-58.594,-24.414,-179.688
1871.111,155.762,251.465,-50.293,-12.207,-43.457
1871.115,227.051,365.723,-39.062,-4.395,-123.535
1871.117,-137.695,260.254,-50.293,-47.852,-184.57
1871.121,-286.621,83.496,-60.547,-48.828,-75.195
1871.125,66.406,291.016,-46.875,-14.648,-19.531
1871.129,258.301,432.129,-41.504,-2.441,-75.684
1871.133,-78.613,201.172,-53.223,-10.254,-77.148
1871.137,-308.105,34.668,-58.105,-17.578,-42.969
1871.141,-26.855,166.504,-61.523,-3.418,52.734
1871.144,280.273,408.203,-53.711,8.789,1.953
1871.148,58.594,271.973,-52.246,7.324,-21.973
1871.152,-308.594,-97.168,-68.359,14.648,166.504
1871.156,-161.133,265.625,-49.316,12.207,39.062
1871.16,218.75,520.508,-37.109,6.836,-132.324
1871.162,146.973,161.133,-57.617,12.695,23.926
1871.166,-230.957,76.172,-66.406,-15.137,104.004
1871.17,-241.211,186.035,-52.734,-37.109,-57.617
1871.174,137.207,300.293,-31.25,-12.207,-148.438
1871.178,212.402,157.715,-28.809,23.926,9.277
1871.182,-154.297,-16.602,-29.297,11.23,127.93
1871.186,-294.434,175.781,-7.324,-5.371,-12.695
1871.19,39.062,328.613,1.465,14.648,-62.5
1871.193,275.391,83.984,-6.836,30.762,198.242
1871.197,-7.812,-77.148,-17.09,8.789,276.855
1871.201,-285.156,257.812,-15.137,-28.809,-74.707
1871.205,-67.871,208.496,-12.207,-7.324,-102.051
1871.208,254.883,153.809,-7.812,20.508,-71.289
1871.212,98.145,169.922,-11.23,-7.812,-103.027
1871.216,-265.137,22.949,-27.832,-19.043,-99.121
1871.22,-180.176,-20.508,-21.484,0.977,-65.918
1871.224,195.801,35.645,-10.254,32.715,84.473
1871.228,174.805,67.383,-15.625,43.457,169.434
1871.232,-208.496,26.855,-11.23,17.09,53.711
1871.235,-275.391,-10.742,-5.371,18.555,4.395
1871.239,96.191,-43.945,-9.277,43.457,184.57
1871.243,252.441,288.086,-2.441,44.434,84.473
1871.247,-96.68,415.527,-5.371,11.23,-63.477
1871.251,-313.477,152.832,-21.973,-20.02,-45.898
1871.252,8.789,270.02,-29.297,-1.953,-91.309
1871.256,291.016,490.234,-30.273,26.855,-102.051
1871.26,15.625,351.562,-20.508,-6.348,-121.582
1871.264,-311.523,44.434,-21.484,-17.09,134.277
1871.268,-105.957,113.77,-30.762,12.207,213.379
1871.272,271.973,413.574,-20.508,25.391,52.734
1871.276,120.605,362.793,-10.254,15.137,-74.707
1871.28,-305.176,49.805,-20.02,16.113,76.172
1871.283,-260.742,-33.203,-24.414,4.883,371.094
1871.287,172.852,406.25,-14.16,2.441,7.324
1871.291,210.938,380.859,-18.066,22.461,-153.32
1871.295,-172.852,88.867,-23.926,-4.883,-87.891
1871.297,-260.742,79.59,-25.391,-27.832,-173.34
1871.301,95.703,168.457,-21.973,19.043,-207.52
1871.305,244.141,119.629,-28.32,36.133,-102.051
1871.309,-100.098,-28.32,-39.551,8.789,-41.016
1871.313,-328.613,-47.852,-36.621,-4.395,-106.445
1871.317,-50.293,-71.289,-38.574,27.832,-134.277
1871.321,248.535,-69.824,-47.852,39.551,-32.227
1871.325,12.695,-271.973,-54.199,45.41,314.453
1871.329,-319.336,-177.734,-46.875,36.133,173.828
1871.333,-142.09,89.355,-49.316,4.883,-288.574
1871.337,214.844,-83.008,-61.523,-0.488,-121.582
1871.34,120.605,-198.242,-60.059,8.301,16.602
1871.342,-250.488,-92.285,-58.594,8.301,-229.98
1871.346,-254.883,-96.191,-67.383,-19.531,-290.039
1871.35,109.375,-274.414,-81.543,-18.066,-63.477
1871.354,187.012,-245.605,-74.707,-3.906,7.812
1871.358,-162.109,-125,-70.801,-31.25,-213.379
1871.362,-294.922,-240.234,-83.496,-29.297,-204.59
1871.366,29.297,-332.031,-85.449,12.207,256.836
1871.37,226.562,-303.223,-84.961,30.762,435.547
1871.373,-65.43,-101.562,-85.938,-2.93,5.859
1871.377,-334.961,-270.508,-103.516,-26.855,-145.508
1871.381,-75.195,-327.148,-111.816,-0.488,-84.961
1871.385,250,-75.684,-104.492,28.32,-86.426
1871.389,41.016,-30.762,-107.91,9.766,-163.086
1871.393,-324.707,-222.168,-117.188,-24.902,-132.324
1871.397,-209.961,-196.777,-123.535,-18.066,-69.336
1871.4,173.34,35.645,-123.535,7.812,-84.473
1871.404,119.629,62.5,-129.395,20.02,-120.117
1871.408,-286.133,-142.09,-136.719,-21.484,-14.16
1871.412,-308.105,-211.914,-138.184,-13.672,250
1871.416,71.777,246.094,-125.488,26.367,109.863
1871.42,158.203,512.207,-123.047,37.109,-126.465
1871.424,-187.5,213.379,-142.09,21.484,-89.844
1871.428,-354.004,98.633,-150.391,-29.785,-100.586
1871.432,-20.508,286.621,-139.648,-16.602,-75.195
1871.433,238.281,426.27,-135.254,7.812,-109.863
1871.437,-48.34,192.383,-149.414,-8.789,20.508
1871.441,-360.352,-38.086,-156.25,-7.812,127.441
1871.445,-140.625,213.379,-144.043,-9.277,-106.934
1871.449,220.215,428.223,-135.742,11.23,-203.613
1871.453,31.25,96.191,-145.02,25.391,77.148
1871.457,-343.75,-137.695,-142.578,16.113,365.723
1871.461,-257.812,356.445,-124.023,23.926,-59.57
1871.465,110.352,627.93,-107.91,43.945,-213.379
1871.468,120.605,600.098,-104.492,37.109,-78.125
1871.472,-248.535,707.52,-99.121,15.137,-157.715
1871.476,-309.082,878.906,-103.027,6.348,-240.723
1871.48,68.848,960.938,-111.328,26.367,-245.117
1871.484,198.242,957.52,-93.75,35.645,-79.59
1871.488,-166.992,958.984,-66.406,18.066,-39.551
1871.492,-342.773,972.168,-61.523,-18.555,-179.688
1871.496,-11.719,959.961,-60.547,-13.184,-87.402
1871.5,256.836,914.551,-41.016,21.973,235.84
1871.504,-21.484,949.707,-35.156,-8.789,212.402
1871.507,-332.031,978.027,-48.828,-34.18,-86.914
1871.511,-109.375,952.148,-45.898,0.488,-45.898
1871.515,240.234,924.805,-31.25,51.27,108.887
